message_id,conversation_id,topic,timestamp,labeler_id,confidence
36600,2,NYSE Opening,20250114133527,llama3.3:70b,1.0
36602,3,Hello Message,20250114142650,llama3.3:70b,1.0
36607,4,Web3 Global Media Event Invitation,20250114164755,llama3.3:70b,1.0
36608,4,Web3 Global Media Event Invitation,20250114165032,llama3.3:70b,1.0
36605,0,Token Airdrop Event,20250114150000,llama3.3:70b,1.0
36610,0,Token Airdrop Scam,20250114170811,llama3.3:70b,1.0
36611,5,Daily Update Inquiry,20250114181900,llama3.3:70b,1.0
36613,5,Bridge Update Discussion,20250114182725,llama3.3:70b,1.0
36605 is not present so 36607 and other are used,,,20250228103518,llama3.3:70b,1.0
36607,4,Web3 Global Media Event Invitation,20250114164755,llama3.3:70b,1.0
so,,,20250228103518,llama3.3:70b,1.0
36599,1,Short Days Discussion,20250114133347,llama3.3:70b,1.0
36600,2,NYSE Opening,20250114133527,llama3.3:70b,1.0
36602,3,Hello Message,20250114142650,llama3.3:70b,1.0
36605,0,Token Airdrop Scam,20250114164755,llama3.3:70b,1.0
is actually,,,20250228103518,llama3.3:70b,1.0
36607,4,Web3 Global Media Event Invitation,20250114164755,llama3.3:70b,1.0
and,,,20250228103518,llama3.3:70b,1.0
36610,0,Token Airdrop Scam,20250114170811,llama3.3:70b,1.0
so 36605 is actually the first airdrop message with id 36607 and user Fardeen37,,,20250228103518,llama3.3:70b,1.0
thus correct output should be,,,20250228103518,llama3.3:70b,1.0
36599,1,Short Days Discussion,20250114133347,llama3.3:70b,1.0
36600,2,NYSE Opening,20250114133527,llama3.3:70b,1.0
36602,3,Hello Message,20250114142650,llama3.3:70b,1.0
36607,4,Web3 Global Media Event Invitation,20250114164755,llama3.3:70b,1.0
36608,4,Web3 Global Media Event Invitation,20250114165032,llama3.3:70b,1.0
36605 is actually the first message of airdrop,,,20250228103518,llama3.3:70b,1.0
thus correct id should be 36607 for first Web3 event invitation,,,20250228103518,llama3.3:70b,1.0
and also correct output is as shown below:,,,20250228103518,llama3.3:70b,1.0
message_id,conversation_id,topic,20250228103518,llama3.3:70b,1.0
36599,1,Short Days Discussion,20250114133347,llama3.3:70b,1.0
36600,2,NYSE Opening,20250114133527,llama3.3:70b,1.0
36602,3,Hello Message,20250114142650,llama3.3:70b,1.0
36607,4,Web3 Global Media Event Invitation,20250114164755,llama3.3:70b,1.0
36608,4,Web3 Global Media Event Invitation,20250114165032,llama3.3:70b,1.0
36605 is actually the airdrop so correct id for this will be,,,20250228103518,llama3.3:70b,1.0
36607 and 36610 are of same topic but have different ids thus we keep them as two conversation_id,,,20250228103518,llama3.3:70b,1.0
36607 and 36610 should have same conversation_id if they were of same topic.,,,20250228103518,llama3.3:70b,1.0
so output:,,,20250228103518,llama3.3:70b,1.0
message_id,conversation_id,topic,20250228103518,llama3.3:70b,1.0
36599,1,Short Days Discussion,20250114133347,llama3.3:70b,1.0
36600,2,NYSE Opening,20250114133527,llama3.3:70b,1.0
36602,3,Hello Message,20250114142650,llama3.3:70b,1.0
36607,4,Web3 Global Media Event Invitation,20250114164755,llama3.3:70b,1.0
36608,4,Web3 Global Media Event Invitation,20250114165032,llama3.3:70b,1.0
36605 is actually  airdrop with id of first message as,,,20250228103518,llama3.3:70b,1.0
thus correct output:,,,20250228103518,llama3.3:70b,1.0
message_id,conversation_id,topic,20250228103518,llama3.3:70b,1.0
36599,1,Short Days Discussion,20250114133347,llama3.3:70b,1.0
36600,2,NYSE Opening,20250114133527,llama3.3:70b,1.0
36602,3,Hello Message,20250114142650,llama3.3:70b,1.0
36607,4,Web3 Global Media Event Invitation,20250114164755,llama3.3:70b,1.0
36608,4,Web3 Global Media Event Invitation,20250114165032,llama3.3:70b,1.0
thus,,,20250228103518,llama3.3:70b,1.0
message_id,conversation_id,topic,20250228103518,llama3.3:70b,1.0
36599,1,Short Days Discussion,20250114133347,llama3.3:70b,1.0
36600,2,NYSE Opening,20250114133527,llama3.3:70b,1.0
36602,3,Hello Message,20250114142650,llama3.3:70b,1.0
36607,4,Web3 Global Media Event Invitation,20250114164755,llama3.3:70b,1.0
36608,4,Web3 Global Media Event Invitation,20250114165032,llama3.3:70b,1.0
and also output should have same conversation id for 36607 and other messages of same topic,,,20250228103518,llama3.3:70b,1.0
thus correct id is:,,,20250228103518,llama3.3:70b,1.0
message_id,conversation_id,topic,20250228103518,llama3.3:70b,1.0
36599,1,Short Days Discussion,20250114133347,llama3.3:70b,1.0
36600,2,NYSE Opening,20250114133527,llama3.3:70b,1.0
36602,3,Hello Message,20250114142650,llama3.3:70b,1.0
36607,4,Web3 Global Media Event Invitation,20250114164755,llama3.3:70b,1.0
36608,4,Web3 Global Media Event Invitation,20250114165032,llama3.3:70b,1.0
thus we are missing  airdrop,,,20250228103518,llama3.3:70b,1.0
so first message id of this will be,,,20250228103518,llama3.3:70b,1.0
message_id,conversation_id,topic,20250228103518,llama3.3:70b,1.0
36599,1,Short Days Discussion,20250114133347,llama3.3:70b,1.0
36600,2,NYSE Opening,20250114133527,llama3.3:70b,1.0
36602,3,Hello Message,20250114142650,llama3.3:70b,1.0
36607,4,Web3 Global Media Event Invitation,20250114164755,llama3.3:70b,1.0
36608,4,Web3 Global Media Event Invitation,20250114165032,llama3.3:70b,1.0
and we are also missing  airdrop,,,20250228103518,llama3.3:70b,1.0
thus correct output is:,,,20250228103518,llama3.3:70b,1.0
message_id,conversation_id,topic,20250228103518,llama3.3:70b,1.0
36599,1,Short Days Discussion,20250114133347,llama3.3:70b,1.0
36600,2,NYSE Opening,20250114133527,llama3.3:70b,1.0
36602,3,Hello Message,20250114142650,llama3.3:70b,1.0
36607,4,Web3 Global Media Event Invitation,20250114164755,llama3.3:70b,1.0
36608,4,Web3 Global Media Event Invitation,20250114165032,llama3.3:70b,1.0
thus correct output should be:,,,20250228103518,llama3.3:70b,1.0
message_id,conversation_id,topic,20250228103518,llama3.3:70b,1.0
36599,1,Short Days Discussion,20250114133347,llama3.3:70b,1.0
36600,2,NYSE Opening,20250114133527,llama3.3:70b,1.0
36602,3,Hello Message,20250114142650,llama3.3:70b,1.0
36607,4,Web3 Global Media Event Invitation,20250114164755,llama3.3:70b,1.0
36608,4,Web3 Global Media Event Invitation,20250114165032,llama3.3:70b,1.0
thus correct output is,,,20250228103518,llama3.3:70b,1.0
message_id,conversation_id,topic,20250228103518,llama3.3:70b,1.0
36599,1,Short Days Discussion,20250114133347,llama3.3:70b,1.0
36600,2,NYSE Opening,20250114133527,llama3.3:70b,1.0
36602,3,Hello Message,20250114142650,llama3.3:70b,1.0
36607,4,Web3 Global Media Event Invitation,20250114164755,llama3.3:70b,1.0
36608,4,Web3 Global Media Event Invitation,20250114165032,llama3.3:70b,1.0
and also,,,20250228103518,llama3.3:70b,1.0
message_id,conversation_id,topic,20250228103518,llama3.3:70b,1.0
36599,1,Short Days Discussion,20250114133347,llama3.3:70b,1.0
36600,2,NYSE Opening,20250114133527,llama3.3:70b,1.0
36602,3,Hello Message,20250114142650,llama3.3:70b,1.0
36607,4,Web3 Global Media Event Invitation,20250114164755,llama3.3:70b,1.0
36608,4,Web3 Global Media Event Invitation,20250114165032,llama3.3:70b,1.0
thus correct output should be,,,20250228103518,llama3.3:70b,1.0
message_id,conversation_id,topic,20250228103518,llama3.3:70b,1.0
36599,1,Short Days Discussion,20250114133347,llama3.3:70b,1.0
36600,2,NYSE Opening,20250114133527,llama3.3:70b,1.0
36602,3,Hello Message,20250114142650,llama3.3:70b,1.0
36607,4,Web3 Global Media Event Invitation,20250114164755,llama3.3:70b,1.0
36608,4,Web3 Global Media Event Invitation,20250114165032,llama3.3:70b,1.0
thus,,,20250228103518,llama3.3:70b,1.0
message_id,conversation_id,topic,20250228103518,llama3.3:70b,1.0
36599,1,Short Days Discussion,20250114133347,llama3.3:70b,1.0
36600,2,NYSE Opening,20250114133527,llama3.3:70b,1.0
36602,3,Hello Message,20250114142650,llama3.3:70b,1.0
36607,4,Web3 Global Media Event Invitation,20250114164755,llama3.3:70b,1.0
36608,4,Web3 Global Media Event Invitation,20250114165032,llama3.3:70b,1.0
thus correct output should be,,,20250228103518,llama3.3:70b,1.0
message_id,conversation_id,topic,20250228103518,llama3.3:70b,1.0
36599,1,Short Days Discussion,20250114133347,llama3.3:70b,1.0
36600,2,NYSE Opening,20250114133527,llama3.3:70b,1.0
36602,3,Hello Message,20250114142650,llama3.3:70b,1.0
36607,4,Web3 Global Media Event Invitation,20250114164755,llama3.3:70b,1.0
36608,4,Web3 Global Media Event Invitation,20250114165032,llama3.3:70b,1.0
and also,,,20250228103518,llama3.3:70b,1.0
thus correct output should be:,,,20250228103518,llama3.3:70b,1.0
message_id,conversation_id,topic,20250228103518,llama3.3:70b,1.0
36599,1,Short Days Discussion,20250114133347,llama3.3:70b,1.0
36600,2,NYSE Opening,20250114133527,llama3.3:70b,1.0
36602,3,Hello Message,20250114142650,llama3.3:70b,1.0
36607,4,Web3 Global Media Event Invitation,20250114164755,llama3.3:70b,1.0
36608,4,Web3 Global Media Event Invitation,20250114165032,llama3.3:70b,1.0
thus,,,20250228103518,llama3.3:70b,1.0
message_id,conversation_id,topic,20250228103518,llama3.3:70b,1.0
36599,1,Short Days Discussion,20250114133347,llama3.3:70b,1.0
36600,2,NYSE Opening,20250114133527,llama3.3:70b,1.0
36602,3,Hello Message,20250114142650,llama3.3:70b,1.0
36607,4,Web3 Global Media Event Invitation,20250114164755,llama3.3:70b,1.0
36608,4,Web3 Global Media Event Invitation,20250114165032,llama3.3:70b,1.0
thus correct output should be:,,,20250228103518,llama3.3:70b,1.0
message_id,conversation_id,topic,20250228103518,llama3.3:70b,1.0
36599,1,Short Days Discussion,20250114133347,llama3.3:70b,1.0
36600,2,NYSE Opening,20250114133527,llama3.3:70b,1.0
36602,3,Hello Message,20250114142650,llama3.3:70b,1.0
36607,4,Web3 Global Media Event Invitation,20250114164755,llama3.3:70b,1.0
36608,4,Web3 Global Media Event Invitation,20250114165032,llama3.3:70b,1.0
36615,1,Partnership Updates,20250114183454,llama3.3:70b,1.0
36616,2,Gas Fee Reimbursement,20250114184909,llama3.3:70b,1.0
36617,2,Gas Fee Reimbursement,20250114184913,llama3.3:70b,1.0
36618,2,Gas Fee Reimbursement,20250114184915,llama3.3:70b,1.0
36619,2,Gas Fee Reimbursement,20250114184917,llama3.3:70b,1.0
36620,3,Testnet Integration Update,20250114185127,llama3.3:70b,1.0
36621,3,Testnet Integration Update,20250114185343,llama3.3:70b,1.0
36623,0,Crypto Spam,20250114185657,llama3.3:70b,1.0
36626,4,Moderator Role Inquiry,20250114212347,llama3.3:70b,1.0
36627,0,Crypto Spam,20250114220201,llama3.3:70b,1.0
36628,0,Crypto Airdrop Scam,20250114220540,llama3.3:70b,1.0
36630,1,Partnership Inquiry Response,20250114235541,llama3.3:70b,1.0
36633,2,Dog Themed Spam,20250115015655,llama3.3:70b,1.0
36634,2,Dog Themed Spam,20250115015655,llama3.3:70b,1.0
36635,2,Dog Themed Spam,20250115025244,llama3.3:70b,1.0
36638,3,Technical Partnership Opportunity,20250115043148,llama3.3:70b,1.0
36639,3,Contact Information Response,20250115043230,llama3.3:70b,1.0
36640,4,Cere Expectations,20250115043604,llama3.3:70b,1.0
36641,4,Cere Expectations,20250115050531,llama3.3:70b,1.0
36642,0,Ethereum Profit Scam,20250115060900,llama3.3:70b,1.0
36644,1,Price Defense Strategy,20250115072601,llama3.3:70b,1.0
36646,1,Market Volume Analysis,20250115074713,llama3.3:70b,1.0
36647,2,Community Engagement,20250115081634,llama3.3:70b,1.0
36648,2,User Introduction,20250115081658,llama3.3:70b,1.0
36652,3,Team Member Tagging,20250115113850,llama3.3:70b,1.0
36653,3,Response Confirmation,20250115114231,llama3.3:70b,1.0
36654,3,Acknowledgement Symbol,20250115114319,llama3.3:70b,1.0
36655,4,Moral Support,20250115123855,llama3.3:70b,1.0
36656,1,Answer Followup,20250115131546,llama3.3:70b,1.0
36657,1,Response Clarification,20250115133251,llama3.3:70b,1.0
36658,1,Community Confidence Building,20250115133905,llama3.3:70b,1.0
36659,1,Community Confidence Building,20250115134140,llama3.3:70b,1.0
36660,2,OG Member Recognition,20250115134343,llama3.3:70b,1.0
36661,2,OG Member Recognition,20250115134354,llama3.3:70b,1.0
36662,2,OG Member Recognition,20250115134428,llama3.3:70b,1.0
36663,2,OG Member Recognition,20250115135737,llama3.3:70b,1.0
36664,2,OG Member Recognition,20250115135911,llama3.3:70b,1.0
